Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
19,00:02:02.496,00:01:20.00,0.1,--,--,0:19:42  ,0:12:52  ,0:04:15  ,83.4375,196.0,97.90074394528355,144.0,167.0,--,22
20,00:00:33.220,00:00:29.00,0.12,--,--,0:04:34  ,0:03:59  ,0:04:00  ,174.640625,199.0,201.43197139306758,133.0,147.0,--,2
21,00:02:04.207,00:01:44.00,0.17,19,10,0:12:24  ,0:10:23  ,0:04:00  ,132.1875,199.0,98.12034724844577,135.0,148.0,--,16
22,00:03:33.277,00:03:29.00,0.64,--,22,0:05:35  ,0:05:28  ,0:05:04  ,173.1875,182.0,166.45463735373073,159.0,167.0,--,46
23,00:01:15.353,00:00:19.00,0.04,--,--,0:31:36  ,0:07:58  ,0:05:39  ,51.578125,179.0,98.75555406544049,131.0,165.0,--,9
24,00:00:35.477,00:00:35.00,0.12,--,--,0:04:58  ,0:04:54  ,0:04:17  ,168.640625,204.0,191.59721575387653,133.0,176.0,--,2
25,00:02:04.294,00:00:35.00,0.08,13,--,0:26:16  ,0:07:23  ,0:04:40  ,63.0625,197.0,97.18445807925542,167.0,179.0,--,31
26,00:00:32.177,00:00:30.00,0.12,--,--,0:04:23  ,0:04:05  ,0:03:55  ,158.34375,207.0,231.31968886212144,159.0,179.0,--,6
27,00:02:07.123,00:01:37.00,0.17,21,11,0:12:35  ,0:09:36  ,0:03:50  ,128.234375,210.0,99.7083774642235,156.0,180.0,--,27
28,00:03:34.208,00:03:25.00,0.63,--,35,0:05:38  ,0:05:23  ,0:04:54  ,172.328125,185.0,165.61493406940477,156.0,172.0,--,45
29,00:01:07.575,00:00:19.00,0.03,10,--,0:34:13  ,0:09:37  ,0:05:47  ,31.21875,179.0,150.596776659896,103.0,147.0,--,4
30,00:00:34.934,00:00:33.00,0.12,--,--,0:04:53  ,0:04:37  ,0:04:24  ,162.109375,201.0,202.69007937554906,110.0,137.0,--,1
31,00:02:07.155,00:00:38.00,0.08,15,--,0:25:37  ,0:07:39  ,0:04:35  ,62.84375,196.0,99.99127676900747,120.0,152.0,--,8
32,00:00:33.159,00:00:32.00,0.12,--,--,0:04:43  ,0:04:33  ,0:04:18  ,170.328125,199.0,200.14481293723242,141.0,163.0,--,3
33,00:02:00.67,00:01:33.00,0.16,--,--,0:12:18  ,0:09:32  ,0:03:43  ,122.28125,199.0,106.93952123400456,151.0,166.0,--,24
34,00:03:31.830,00:03:28.00,0.63,17,42,0:05:37  ,0:05:31  ,0:04:41  ,172.53125,188.0,165.85851771560613,155.0,166.0,--,45
35,00:01:01.567,00:00:48.00,0.05,9,--,0:21:36  ,0:16:50  ,0:05:50  ,39.375,181.0,189.31600480597902,113.0,145.0,--,4
36,00:00:30.383,00:00:29.00,0.12,--,--,0:04:14  ,0:04:03  ,0:03:26  ,0.0,0.0,--,133.0,168.0,--,2
37,00:02:06.142,00:01:26.00,0.11,16,--,0:19:04  ,0:13:00  ,0:04:02  ,60.078125,165.0,140.49978744279215,150.0,169.0,--,23
38,00:00:27.813,00:00:25.00,0.13,--,--,0:03:42  ,0:03:19  ,0:03:12  ,176.5,239.0,246.01372126243595,148.0,168.0,--,3
39,00:01:26.367,00:00:18.00,0.03,--,17,0:46:39  ,0:09:43  ,0:03:13  ,48.625,222.0,70.97826966141892,147.0,172.0,--,15
Summary,01:14:41.147,00:59:38.00,8.87,356,357,0:08:25  ,0:06:43  ,0:03:12  ,132.65625,239.0,144.03056469997543,150.0,191.0,--,835
